times,day,time,temp,hr
1,2022-12-24,21:55:01,22.6,95
2,2022-12-24,21:55:30,22.6,95
3,2022-12-24,21:55:42,22.6,95
4,2022-12-24,21:55:54,22.6,95
5,2022-12-24,21:56:06,22.6,95
6,2022-12-24,21:56:17,22.6,95
7,2022-12-24,21:56:29,22.6,95
8,2022-12-24,21:56:41,22.6,95
9,2022-12-24,21:56:53,22.6,95
10,2022-12-24,21:57:05,22.6,95
11,2022-12-24,21:57:17,22.6,95
12,2022-12-24,21:57:29,22.6,95
13,2022-12-24,21:57:40,22.6,95
14,2022-12-24,21:57:52,22.6,95
15,2022-12-24,21:58:05,22.6,95
16,2022-12-24,21:58:17,22.6,95
17,2022-12-24,21:58:30,22.6,95
18,2022-12-24,21:58:42,22.6,95
19,2022-12-24,21:58:54,22.6,95
20,2022-12-24,21:59:06,22.6,95
21,2022-12-24,21:59:17,22.6,95
22,2022-12-24,21:59:29,22.6,95
23,2022-12-24,21:59:41,22.6,95
24,2022-12-24,21:59:53,22.6,95
25,2022-12-24,22:00:05,22.6,95
26,2022-12-24,22:00:18,22.6,95
27,2022-12-24,22:00:33,22.5,95
28,2022-12-24,22:00:45,22.6,95
29,2022-12-24,22:00:57,22.6,95
30,2022-12-24,22:01:09,22.6,95
31,2022-12-24,22:01:21,22.6,95
32,2022-12-24,22:01:33,22.6,95
33,2022-12-24,22:01:45,22.6,95
34,2022-12-24,22:01:57,22.6,95
35,2022-12-24,22:02:08,22.6,95
36,2022-12-24,22:02:20,22.6,95
37,2022-12-24,22:02:32,22.6,95
38,2022-12-24,22:02:44,22.6,95
39,2022-12-24,22:02:56,22.6,95
40,2022-12-24,22:03:08,22.6,95
41,2022-12-24,22:03:20,22.6,95
42,2022-12-24,22:03:32,22.6,95
43,2022-12-24,22:03:44,22.6,95
44,2022-12-24,22:03:57,22.6,95
45,2022-12-24,22:04:09,22.6,95
46,2022-12-24,22:04:21,22.6,95
47,2022-12-24,22:04:34,22.6,95
48,2022-12-24,22:04:45,22.6,95
49,2022-12-24,22:04:58,22.6,95
50,2022-12-24,22:05:10,22.6,95
51,2022-12-24,22:05:24,22.6,95
52,2022-12-24,22:05:36,22.6,95
53,2022-12-24,22:05:49,22.6,95
54,2022-12-24,22:06:00,22.6,95
55,2022-12-24,22:06:13,22.6,95
56,2022-12-24,22:06:25,22.6,95
57,2022-12-24,22:06:37,22.6,95
58,2022-12-24,22:06:48,22.6,95
59,2022-12-24,22:07:00,22.5,95
60,2022-12-24,22:07:12,22.6,95
61,2022-12-24,22:07:25,22.6,95
62,2022-12-24,22:07:37,22.6,95
63,2022-12-24,22:07:48,22.6,95
64,2022-12-24,22:08:00,22.6,95
65,2022-12-24,22:08:12,22.6,95
66,2022-12-24,22:08:24,22.6,95
67,2022-12-24,22:08:36,22.6,95
68,2022-12-24,22:08:47,22.6,95
69,2022-12-24,22:08:59,22.6,95
70,2022-12-24,22:09:11,22.6,95
71,2022-12-24,22:09:24,22.6,95
72,2022-12-24,22:09:36,22.6,95
73,2022-12-24,22:09:48,22.6,95
74,2022-12-24,22:10:00,22.6,95
75,2022-12-24,22:10:12,22.6,95
76,2022-12-24,22:10:41,22.5,95
77,2022-12-24,22:10:52,22.5,95
78,2022-12-24,22:11:05,22.6,95
79,2022-12-24,22:11:17,22.5,95
80,2022-12-24,22:11:29,22.6,95
81,2022-12-24,22:11:41,22.6,95
82,2022-12-24,22:11:53,22.6,95
83,2022-12-24,22:12:05,22.6,95
84,2022-12-24,22:12:17,22.5,95
85,2022-12-24,22:12:29,22.6,95
86,2022-12-24,22:12:42,22.5,95
87,2022-12-24,22:12:53,22.6,95
88,2022-12-24,22:13:05,22.5,95
89,2022-12-24,22:13:17,22.6,95
90,2022-12-24,22:13:30,22.5,95
91,2022-12-24,22:13:42,22.5,95
92,2022-12-24,22:13:54,22.5,95
93,2022-12-24,22:14:07,22.5,95
94,2022-12-24,22:14:20,22.6,95
95,2022-12-24,22:14:32,22.5,95
96,2022-12-24,22:14:45,22.6,95
97,2022-12-24,22:14:56,22.5,95
98,2022-12-24,22:15:08,22.5,95
99,2022-12-24,22:15:20,22.6,95
100,2022-12-24,22:15:32,22.6,95
101,2022-12-24,22:15:44,22.5,95
102,2022-12-24,22:15:55,22.6,95
103,2022-12-24,22:16:07,22.5,95
104,2022-12-24,22:16:19,22.5,95
105,2022-12-24,22:16:31,22.5,95
106,2022-12-24,22:16:43,22.6,95
107,2022-12-24,22:16:56,22.5,95
108,2022-12-24,22:17:07,22.5,95
109,2022-12-24,22:17:19,22.5,95
110,2022-12-24,22:17:31,22.5,95
111,2022-12-24,22:17:42,22.5,95
112,2022-12-24,22:17:55,22.5,95
113,2022-12-24,22:18:06,22.6,95
114,2022-12-24,22:18:18,22.5,95
115,2022-12-24,22:18:30,22.6,95
116,2022-12-24,22:18:42,22.5,95
117,2022-12-24,22:18:54,22.6,95
118,2022-12-24,22:19:06,22.5,95
119,2022-12-24,22:19:18,22.5,95
120,2022-12-24,22:19:31,22.5,95
121,2022-12-24,22:19:43,22.5,95
122,2022-12-24,22:19:55,22.5,95
123,2022-12-24,22:20:06,22.5,95
124,2022-12-24,22:20:18,22.5,95
125,2022-12-24,22:20:30,22.5,95
126,2022-12-24,22:20:42,22.5,95
127,2022-12-24,22:20:54,22.5,95
128,2022-12-24,22:21:06,22.5,95
129,2022-12-24,22:21:17,22.5,95
130,2022-12-24,22:21:29,22.5,95
131,2022-12-24,22:21:42,22.5,95
132,2022-12-24,22:21:53,22.5,95
133,2022-12-24,22:22:05,22.5,95
134,2022-12-24,22:22:17,22.5,95
135,2022-12-24,22:22:29,22.5,95
136,2022-12-24,22:22:42,22.5,95
137,2022-12-24,22:22:53,22.5,95
138,2022-12-24,22:23:06,22.5,95
139,2022-12-24,22:23:18,22.5,95
