times,day,time,temp,hr
1,2022-12-23,14:26:14,22,95
2,2022-12-23,14:39:56,22,95
3,2022-12-23,14:40:33,22.1,95
4,2022-12-23,14:41:12,22.2,95
5,2022-12-23,14:41:46,22.2,95
6,2022-12-23,14:42:27,22.1,95
7,2022-12-23,14:43:00,22.1,95
8,2022-12-23,14:43:39,22.2,95
9,2022-12-23,14:44:20,22.2,95
10,2022-12-23,14:44:54,22.2,95
11,2022-12-23,14:45:32,22.2,95
12,2022-12-23,14:46:06,22.2,95
13,2022-12-23,14:46:39,22.2,95
14,2022-12-23,14:47:11,22.2,95
15,2022-12-23,14:47:43,22.2,95
16,2022-12-23,14:48:27,22.2,95
17,2022-12-23,14:48:59,22.2,95
18,2022-12-23,14:49:32,22.2,95
19,2022-12-23,14:50:04,22.2,95
20,2022-12-23,14:50:37,22.3,95
21,2022-12-23,14:51:08,22.3,95
22,2022-12-23,14:51:40,22.3,95
23,2022-12-23,14:52:12,22.3,95
24,2022-12-23,14:52:45,22.3,95
25,2022-12-23,14:53:16,22.3,95
26,2022-12-23,14:53:50,22.3,95
27,2022-12-23,14:54:22,22.3,95
28,2022-12-23,14:54:53,22.3,95
29,2022-12-23,14:55:25,22.3,95
30,2022-12-23,14:55:56,22.3,95
31,2022-12-23,14:56:31,22.3,95
32,2022-12-23,14:57:04,22.3,95
33,2022-12-23,14:57:37,22.3,95
34,2022-12-23,14:58:10,22.3,95
35,2022-12-23,14:58:42,22.3,95
36,2022-12-23,14:59:15,22.3,95
37,2022-12-23,14:59:48,22.3,95
38,2022-12-23,15:00:22,22.3,95
39,2022-12-23,15:00:56,22.3,95
40,2022-12-23,15:01:31,22.3,95
41,2022-12-23,15:02:03,22.3,95
42,2022-12-23,15:02:34,22.3,95
43,2022-12-23,15:03:10,22.3,95
44,2022-12-23,15:03:43,22.3,95
45,2022-12-23,15:04:19,22.3,95
46,2022-12-23,15:04:52,22.3,95
47,2022-12-23,15:05:25,22.3,95
48,2022-12-23,15:05:57,22.3,95
49,2022-12-23,15:06:29,22.3,95
50,2022-12-23,15:07:03,22.3,95
51,2022-12-23,15:07:37,22.3,95
52,2022-12-23,15:08:14,22.3,95
53,2022-12-23,15:08:49,22.4,95
54,2022-12-23,15:09:20,22.4,95
55,2022-12-23,15:09:52,22.4,95
56,2022-12-23,15:10:23,22.4,95
57,2022-12-23,15:11:02,22.4,95
58,2022-12-23,15:11:34,22.4,95
59,2022-12-23,15:12:07,22.4,95
60,2022-12-23,15:12:40,22.4,95
