times,day,time,temp,hr
1,2022-12-24,01:12:26,21.3,94
2,2022-12-24,12:02:30,22.6,95
3,2022-12-24,12:03:01,22.6,95
4,2022-12-24,12:03:34,22.7,95
5,2022-12-24,12:04:05,22.6,95
6,2022-12-24,12:04:37,22.6,95
7,2022-12-24,12:05:08,22.6,95
8,2022-12-24,12:05:41,22.6,95
9,2022-12-24,12:06:12,22.6,95
10,2022-12-24,12:06:44,22.6,95
11,2022-12-24,12:07:15,22.6,95
12,2022-12-24,12:07:48,22.6,95
13,2022-12-24,12:08:19,22.6,95
14,2022-12-24,12:08:52,22.6,95
15,2022-12-24,12:09:23,22.6,95
16,2022-12-24,12:09:55,22.6,95
17,2022-12-24,12:10:26,22.6,95
18,2022-12-24,12:11:00,22.6,95
19,2022-12-24,12:11:31,22.6,95
20,2022-12-24,12:12:03,22.6,95
21,2022-12-24,12:12:35,22.6,95
22,2022-12-24,12:13:07,22.6,95
23,2022-12-24,12:13:39,22.6,95
24,2022-12-24,12:14:11,22.6,95
25,2022-12-24,12:14:44,22.6,95
26,2022-12-24,12:15:16,22.6,95
27,2022-12-24,12:15:48,22.6,95
28,2022-12-24,12:16:20,22.6,95
29,2022-12-24,12:16:51,22.6,95
30,2022-12-24,12:17:23,22.6,95
31,2022-12-24,12:17:54,22.6,95
32,2022-12-24,12:18:27,22.6,95
33,2022-12-24,12:18:58,22.6,95
34,2022-12-24,12:19:32,22.6,95
35,2022-12-24,12:20:03,22.6,95
36,2022-12-24,12:20:36,22.6,95
37,2022-12-24,12:21:08,22.6,95
38,2022-12-24,12:21:39,22.6,95
39,2022-12-24,12:22:12,22.6,95
40,2022-12-24,12:22:43,22.6,95
41,2022-12-24,12:23:17,22.6,95
42,2022-12-24,12:23:48,22.6,95
43,2022-12-24,12:24:20,22.6,95
44,2022-12-24,12:24:51,22.6,95
45,2022-12-24,12:25:24,22.6,95
46,2022-12-24,12:25:55,22.6,95
47,2022-12-24,12:26:28,22.6,95
48,2022-12-24,12:26:59,22.5,95
49,2022-12-24,12:27:32,22.5,95
50,2022-12-24,12:28:04,22.6,95
51,2022-12-24,12:28:36,22.6,95
52,2022-12-24,12:29:09,22.6,95
53,2022-12-24,12:29:40,22.6,95
54,2022-12-24,12:30:13,22.6,95
55,2022-12-24,12:30:44,22.6,95
56,2022-12-24,12:31:17,22.6,95
57,2022-12-24,12:31:49,22.6,95
58,2022-12-24,12:32:20,22.6,95
59,2022-12-24,12:32:53,22.6,95
60,2022-12-24,12:33:24,22.6,95
61,2022-12-24,12:33:57,22.6,95
62,2022-12-24,12:34:29,22.6,95
63,2022-12-24,12:35:01,22.6,95
64,2022-12-24,12:35:34,22.6,95
65,2022-12-24,12:36:06,22.6,95
66,2022-12-24,12:36:38,22.6,95
67,2022-12-24,12:37:09,22.6,95
68,2022-12-24,12:37:42,22.6,95
69,2022-12-24,12:38:13,22.6,95
70,2022-12-24,12:38:46,22.6,95
71,2022-12-24,12:39:18,22.6,95
72,2022-12-24,12:39:51,22.6,95
73,2022-12-24,12:40:24,22.6,95
74,2022-12-24,12:40:55,22.6,95
75,2022-12-24,12:41:27,22.6,95
76,2022-12-24,12:41:59,22.6,95
77,2022-12-24,12:42:32,22.6,95
78,2022-12-24,12:43:03,22.6,95
79,2022-12-24,12:43:36,22.6,95
