times,day,time,temp,hr
1,2022-12-24,19:01:21,27.9,82
2,2022-12-24,19:03:25,27.8,82
3,2022-12-24,19:03:36,25.1,93
4,2022-12-24,19:03:48,25.3,95
5,2022-12-24,19:04:05,27,95
6,2022-12-24,19:04:17,28.5,95
7,2022-12-24,19:04:30,28.4,95
8,2022-12-24,19:04:41,28.3,95
9,2022-12-24,19:04:53,28.1,90
10,2022-12-24,19:05:05,27.8,86
11,2022-12-24,19:05:17,27.5,85
12,2022-12-24,19:05:29,27.2,85
13,2022-12-24,19:05:40,26.9,85
14,2022-12-24,19:05:52,26.6,86
15,2022-12-24,19:06:04,26.4,86
16,2022-12-24,19:06:16,26.2,87
17,2022-12-24,19:06:29,26,88
18,2022-12-24,19:06:41,25.8,87
19,2022-12-24,19:06:52,25.6,88
20,2022-12-24,19:07:09,25.3,89
21,2022-12-24,19:07:21,25.1,91
22,2022-12-24,19:07:34,25,92
23,2022-12-24,19:07:45,24.8,93
24,2022-12-24,19:07:57,24.7,94
25,2022-12-24,19:08:09,24.6,95
26,2022-12-24,19:08:21,24.5,95
27,2022-12-24,19:08:33,24.4,95
28,2022-12-24,19:08:45,24.3,95
29,2022-12-24,19:08:56,24.3,95
30,2022-12-24,19:09:08,24.2,95
31,2022-12-24,19:09:20,24.1,95
32,2022-12-24,19:09:32,24.1,95
33,2022-12-24,19:09:43,24,95
34,2022-12-24,19:09:55,23.9,95
35,2022-12-24,19:10:09,23.9,95
36,2022-12-24,19:10:21,23.8,95
37,2022-12-24,19:10:33,23.8,95
38,2022-12-24,19:10:45,23.7,95
39,2022-12-24,19:10:57,23.7,95
40,2022-12-24,19:11:09,23.7,95
41,2022-12-24,19:11:20,23.6,95
42,2022-12-24,19:11:32,23.6,95
43,2022-12-24,19:11:44,23.6,95
44,2022-12-24,19:11:56,23.6,95
45,2022-12-24,19:12:08,23.5,95
46,2022-12-24,19:12:19,23.5,95
47,2022-12-24,19:12:31,23.5,95
48,2022-12-24,19:12:43,23.5,95
49,2022-12-24,19:12:55,23.4,95
50,2022-12-24,19:13:07,23.4,95
51,2022-12-24,19:13:19,23.4,95
52,2022-12-24,19:13:33,23.4,95
53,2022-12-24,19:13:44,23.4,95
54,2022-12-24,19:13:57,23.3,95
55,2022-12-24,19:14:09,23.3,95
56,2022-12-24,19:14:22,23.3,95
57,2022-12-24,19:14:33,23.4,95
58,2022-12-24,19:14:45,23.3,95
59,2022-12-24,19:14:57,23.3,95
60,2022-12-24,19:15:09,23.3,95
61,2022-12-24,19:15:20,23.3,95
62,2022-12-24,19:15:32,23.3,95
63,2022-12-24,19:15:43,23.3,95
64,2022-12-24,19:15:55,23.3,95
65,2022-12-24,19:16:07,23.2,95
66,2022-12-24,19:16:19,23.3,95
67,2022-12-24,19:16:31,23.3,95
68,2022-12-24,19:16:44,23.3,95
69,2022-12-24,19:16:56,23.2,95
70,2022-12-24,19:17:08,23.2,95
71,2022-12-24,19:17:20,23.2,95
72,2022-12-24,19:17:32,23.2,95
73,2022-12-24,19:17:43,23.2,95
74,2022-12-24,19:17:55,23.2,95
75,2022-12-24,19:18:07,23.2,95
76,2022-12-24,19:18:19,23.2,95
77,2022-12-24,19:18:31,23.2,95
78,2022-12-24,19:18:42,23.2,95
79,2022-12-24,19:18:54,23.2,95
80,2022-12-24,19:19:06,23.2,95
81,2022-12-24,19:19:18,23.2,95
82,2022-12-24,19:19:30,23.2,95
83,2022-12-24,19:19:42,23.1,95
84,2022-12-24,19:19:53,23.2,95
85,2022-12-24,19:20:05,23.1,95
86,2022-12-24,19:20:17,23.2,95
87,2022-12-24,19:20:29,23.2,95
88,2022-12-24,19:20:41,23.2,95
89,2022-12-24,19:20:53,23.2,95
90,2022-12-24,19:21:05,23.2,95
91,2022-12-24,19:21:17,23.1,95
92,2022-12-24,19:21:29,23.1,95
93,2022-12-24,19:21:41,23.1,95
94,2022-12-24,19:21:54,23.1,95
95,2022-12-24,19:22:06,23.1,95
96,2022-12-24,19:22:18,23.1,95
97,2022-12-24,19:22:30,23.1,95
98,2022-12-24,19:22:43,23.1,95
99,2022-12-24,19:22:54,23.1,95
100,2022-12-24,19:23:06,23.1,95
101,2022-12-24,19:23:18,23.1,95
102,2022-12-24,19:23:30,23.1,95
103,2022-12-24,19:23:42,23.1,95
104,2022-12-24,19:23:53,23.1,95
105,2022-12-24,19:24:05,23.1,95
106,2022-12-24,19:24:17,23.1,95
107,2022-12-24,19:24:29,23.1,95
