times,day,time,temp,hr
1,2022-12-29,21:38:04,23.4,73
2,2022-12-29,21:49:52,23.4,73
3,2022-12-29,21:50:00,23.3,73
4,2022-12-29,21:50:07,23.3,73
5,2022-12-29,21:50:14,23.3,73
6,2022-12-29,21:50:21,23.3,73
7,2022-12-29,21:50:31,23.3,73
8,2022-12-29,21:50:40,23.4,73
9,2022-12-29,21:50:49,23.3,73
10,2022-12-29,21:50:56,23.3,73
11,2022-12-29,21:51:04,23.3,73
12,2022-12-29,21:51:13,23.3,73
13,2022-12-29,21:51:21,23.3,73
14,2022-12-29,21:51:29,23.3,73
15,2022-12-29,21:51:36,23.3,73
16,2022-12-29,21:51:44,23.3,73
17,2022-12-29,21:51:52,23.3,73
18,2022-12-29,21:51:59,23.4,73
19,2022-12-29,21:52:06,23.3,73
20,2022-12-29,21:52:15,23.3,73
21,2022-12-29,21:52:22,23.4,73
22,2022-12-29,21:52:30,23.3,73
23,2022-12-29,21:52:37,23.3,73
24,2022-12-29,21:52:44,23.3,73
25,2022-12-29,21:52:52,23.4,73
26,2022-12-29,21:52:59,23.4,73
27,2022-12-29,21:53:07,23.3,73
28,2022-12-29,21:53:14,23.4,73
29,2022-12-29,21:53:22,23.3,73
30,2022-12-29,21:53:29,23.3,73
31,2022-12-29,21:53:37,23.3,73
32,2022-12-29,21:53:46,23.3,73
33,2022-12-29,21:53:55,23.4,73
34,2022-12-29,21:54:04,23.4,73
35,2022-12-29,21:54:13,23.3,73
36,2022-12-29,21:54:21,23.3,73
37,2022-12-29,21:54:28,23.3,73
38,2022-12-29,21:54:35,23.4,73
39,2022-12-29,21:54:42,23.3,73
40,2022-12-29,21:54:49,23.3,73
41,2022-12-29,21:54:56,23.3,73
42,2022-12-29,21:55:04,23.3,73
43,2022-12-29,21:55:12,23.4,73
44,2022-12-29,21:55:20,23.3,73
45,2022-12-29,21:55:28,23.3,73
46,2022-12-29,21:55:37,23.3,73
47,2022-12-29,21:55:47,23.3,73
48,2022-12-29,21:55:55,23.3,73
49,2022-12-29,21:56:03,23.3,73
50,2022-12-29,21:56:13,23.3,73
51,2022-12-29,21:56:21,23.3,73
52,2022-12-29,21:56:29,23.3,73
53,2022-12-29,21:56:37,23.3,73
54,2022-12-29,21:56:44,23.3,73
55,2022-12-29,21:56:52,23.3,73
56,2022-12-29,21:56:59,23.3,73
57,2022-12-29,21:57:08,23.3,73
58,2022-12-29,21:57:17,23.3,73
59,2022-12-29,21:57:24,23.3,73
60,2022-12-29,21:57:31,23.3,73
61,2022-12-29,21:57:39,23.3,73
62,2022-12-29,21:57:47,23.3,73
63,2022-12-29,21:57:55,23.3,73
64,2022-12-29,21:58:04,23.3,73
65,2022-12-29,21:58:11,23.3,73
66,2022-12-29,21:58:18,23.4,73
67,2022-12-29,21:58:28,23.3,73
68,2022-12-29,21:58:37,23.3,73
69,2022-12-29,21:58:45,23.4,73
70,2022-12-29,21:58:54,23.3,73
71,2022-12-29,21:59:06,23.3,73
72,2022-12-29,21:59:13,23.3,73
73,2022-12-29,21:59:20,23.3,73
74,2022-12-29,21:59:27,23.3,73
75,2022-12-29,21:59:35,23.3,73
76,2022-12-29,21:59:43,23.3,73
77,2022-12-29,21:59:52,23.3,73
78,2022-12-29,21:59:59,23.3,73
79,2022-12-29,22:00:06,23.3,73
80,2022-12-29,22:00:15,23.3,73
81,2022-12-29,22:00:23,23.3,73
82,2022-12-29,22:00:33,23.3,73
83,2022-12-29,22:00:40,23.3,73
84,2022-12-29,22:00:46,23.3,73
85,2022-12-29,22:00:55,23.3,73
86,2022-12-29,22:01:05,23.3,73
87,2022-12-29,22:01:12,23.3,73
88,2022-12-29,22:01:19,23.3,73
89,2022-12-29,22:01:30,23.3,73
90,2022-12-29,22:01:37,23.3,73
91,2022-12-29,22:01:47,23.3,73
92,2022-12-29,22:01:54,23.3,73
93,2022-12-29,22:02:02,23.3,73
94,2022-12-29,22:02:10,23.3,73
95,2022-12-29,22:02:18,23.3,73
96,2022-12-29,22:02:26,23.3,73
97,2022-12-29,22:02:33,23.3,73
98,2022-12-29,22:02:40,23.3,73
99,2022-12-29,22:02:48,23.3,73
100,2022-12-29,22:02:55,23.3,73
101,2022-12-29,22:03:04,23.3,73
102,2022-12-29,22:03:11,23.3,73
103,2022-12-29,22:03:20,23.3,73
104,2022-12-29,22:03:27,23.3,73
105,2022-12-29,22:03:34,23.3,73
106,2022-12-29,22:03:42,23.3,73
107,2022-12-29,22:03:50,23.3,73
108,2022-12-29,22:03:57,23.3,73
109,2022-12-29,22:04:04,23.3,73
110,2022-12-29,22:04:11,23.3,73
111,2022-12-29,22:04:22,23.3,73
112,2022-12-29,22:04:31,23.3,73
113,2022-12-29,22:04:38,23.3,73
114,2022-12-29,22:04:45,23.3,73
115,2022-12-29,22:04:54,23.3,73
116,2022-12-29,22:05:02,23.3,73
117,2022-12-29,22:05:11,23.3,73
118,2022-12-29,22:05:22,23.3,73
119,2022-12-29,22:05:29,23.3,73
120,2022-12-29,22:05:36,23.3,73
121,2022-12-29,22:05:44,23.2,73
122,2022-12-29,22:05:51,23.3,73
123,2022-12-29,22:05:58,23.3,73
124,2022-12-29,22:06:07,23.3,73
125,2022-12-29,22:06:15,23.3,73
126,2022-12-29,22:06:21,23.3,73
127,2022-12-29,22:06:29,23.3,73
128,2022-12-29,22:06:36,23.3,73
129,2022-12-29,22:06:44,23.3,73
130,2022-12-29,22:06:51,23.3,73
131,2022-12-29,22:06:58,23.3,73
132,2022-12-29,22:07:07,23.3,73
133,2022-12-29,22:07:14,23.3,73
134,2022-12-29,22:07:23,23.3,73
135,2022-12-29,22:07:30,23.2,73
136,2022-12-29,22:07:39,23.3,73
137,2022-12-29,22:07:47,23.3,73
138,2022-12-29,22:07:54,23.3,73
139,2022-12-29,22:08:02,23.2,73
140,2022-12-29,22:08:10,23.3,73
141,2022-12-29,22:08:18,23.3,73
142,2022-12-29,22:08:26,23.2,73
143,2022-12-29,22:08:33,23.2,73
144,2022-12-29,22:08:40,23.2,73
145,2022-12-29,22:08:48,23.3,73
146,2022-12-29,22:08:55,23.3,73
147,2022-12-29,22:09:03,23.2,73
148,2022-12-29,22:09:10,23.2,73
149,2022-12-29,22:09:17,23.2,73
150,2022-12-29,22:09:24,23.2,73
151,2022-12-29,22:09:31,23.3,73
152,2022-12-29,22:09:39,23.2,73
153,2022-12-29,22:09:46,23.2,74
154,2022-12-29,22:09:53,23.2,74
155,2022-12-29,22:10:00,23.3,74
156,2022-12-29,22:10:07,23.2,74
157,2022-12-29,22:10:14,23.2,73
158,2022-12-29,22:10:24,23.3,73
159,2022-12-29,22:10:34,23.2,73
160,2022-12-29,22:10:41,23.2,73
161,2022-12-29,22:10:48,23.3,73
162,2022-12-29,22:10:57,23.3,74
163,2022-12-29,22:11:05,23.2,73
164,2022-12-29,22:11:12,23.2,73
165,2022-12-29,22:11:21,23.3,73
166,2022-12-29,22:11:29,23.2,73
167,2022-12-29,22:11:37,23.2,73
168,2022-12-29,22:11:44,23.3,73
169,2022-12-29,22:11:51,23.3,73
170,2022-12-29,22:11:59,23.2,73
171,2022-12-29,22:12:09,23.3,73
172,2022-12-29,22:12:15,23.3,73
173,2022-12-29,22:12:23,23.3,73
174,2022-12-29,22:12:31,23.3,73
175,2022-12-29,22:12:38,23.2,73
176,2022-12-29,22:12:45,23.2,73
177,2022-12-29,22:12:52,23.2,73
178,2022-12-29,22:12:59,23.2,73
179,2022-12-29,22:13:06,23.2,73
180,2022-12-29,22:13:13,23.2,73
181,2022-12-29,22:13:20,23.2,73
182,2022-12-29,22:13:27,23.3,73
183,2022-12-29,22:13:34,23.2,73
184,2022-12-29,22:13:42,23.2,74
185,2022-12-29,22:13:49,23.2,73
186,2022-12-29,22:13:57,23.2,74
187,2022-12-29,22:14:04,23.2,73
188,2022-12-29,22:14:11,23.2,73
189,2022-12-29,22:14:18,23.2,73
190,2022-12-29,22:14:25,23.2,73
191,2022-12-29,22:14:32,23.2,73
192,2022-12-29,22:14:38,23.3,73
193,2022-12-29,22:14:45,23.2,73
194,2022-12-29,22:14:53,23.2,73
195,2022-12-29,22:15:00,23.2,73
196,2022-12-29,22:15:09,23.3,73
197,2022-12-29,22:15:16,23.2,73
198,2022-12-29,22:15:23,23.2,73
199,2022-12-29,22:15:30,23.3,73
200,2022-12-29,22:15:37,23.2,73
201,2022-12-29,22:15:45,23.2,73
202,2022-12-29,22:15:52,23.2,73
203,2022-12-29,22:15:59,23.2,73
204,2022-12-29,22:16:05,23.3,73
205,2022-12-29,22:16:14,23.2,73
206,2022-12-29,22:16:22,23.2,73
207,2022-12-29,22:16:30,23.2,73
208,2022-12-29,22:16:37,23.3,73
209,2022-12-29,22:16:45,23.2,73
210,2022-12-29,22:16:52,23.2,73
211,2022-12-29,22:16:59,23.2,73
212,2022-12-29,22:17:06,23.3,73
213,2022-12-29,22:17:14,23.2,73
214,2022-12-29,22:17:21,23.2,73
215,2022-12-29,22:17:28,23.2,73
216,2022-12-29,22:17:35,23.2,73
217,2022-12-29,22:17:43,23.3,73
218,2022-12-29,22:17:50,23.2,73
219,2022-12-29,22:17:57,23.2,73
220,2022-12-29,22:18:04,23.2,73
221,2022-12-29,22:18:11,23.2,73
222,2022-12-29,22:18:18,23.2,73
223,2022-12-29,22:18:25,23.2,73
224,2022-12-29,22:18:32,23.2,73
225,2022-12-29,22:18:39,23.2,73
226,2022-12-29,22:18:46,23.2,73
227,2022-12-29,22:18:54,23.2,73
228,2022-12-29,22:19:01,23.2,73
229,2022-12-29,22:19:09,23.2,73
230,2022-12-29,22:19:18,23.2,73
231,2022-12-29,22:19:26,23.2,73
232,2022-12-29,22:19:34,23.2,73
233,2022-12-29,22:19:41,23.2,73
234,2022-12-29,22:19:48,23.2,73
235,2022-12-29,22:19:55,23.2,73
236,2022-12-29,22:20:02,23.2,73
237,2022-12-29,22:20:09,23.2,73
238,2022-12-29,22:20:18,23.2,73
239,2022-12-29,22:20:25,23.2,73
240,2022-12-29,22:20:33,23.2,73
241,2022-12-29,22:20:40,23.2,73
242,2022-12-29,22:20:48,23.2,73
243,2022-12-29,22:20:55,23.2,73
244,2022-12-29,22:21:02,23.2,73
245,2022-12-29,22:21:09,23.2,73
246,2022-12-29,22:21:17,23.2,73
247,2022-12-29,22:21:24,23.2,73
248,2022-12-29,22:21:31,23.2,73
249,2022-12-29,22:21:37,23.2,73
250,2022-12-29,22:21:46,23.2,73
251,2022-12-29,22:21:53,23.2,73
252,2022-12-29,22:22:00,23.2,73
253,2022-12-29,22:22:10,23.2,73
254,2022-12-29,22:22:18,23.2,73
255,2022-12-29,22:22:24,23.2,73
256,2022-12-29,22:22:32,23.2,73
257,2022-12-29,22:22:38,23.2,73
258,2022-12-29,22:22:46,23.2,73
259,2022-12-29,22:22:54,23.2,73
260,2022-12-29,22:23:01,23.2,73
261,2022-12-29,22:23:08,23.2,73
262,2022-12-29,22:23:16,23.2,73
263,2022-12-29,22:23:23,23.2,73
264,2022-12-29,22:23:30,23.2,73
265,2022-12-29,22:23:37,23.2,73
266,2022-12-29,22:23:45,23.2,73
267,2022-12-29,22:23:53,23.2,73
268,2022-12-29,22:24:00,23.2,73
269,2022-12-29,22:24:07,23.2,73
270,2022-12-29,22:24:19,23.2,73
271,2022-12-29,22:24:26,23.2,73
272,2022-12-29,22:24:33,23.2,73
273,2022-12-29,22:24:41,23.2,73
274,2022-12-29,22:24:47,23.2,73
275,2022-12-29,22:24:54,23.2,73
276,2022-12-29,22:25:01,23.1,73
