times,day,time,temp,hr
1,12/28/2022,7:45:00,24.8,78
2,12/28/2022,10:19:46,23.1,84
3,12/28/2022,10:19:58,24,85
4,12/28/2022,10:20:10,24.2,84
5,12/28/2022,10:20:22,24.3,85
6,12/28/2022,10:20:34,24.5,84
7,12/28/2022,10:20:45,24.6,85
8,12/28/2022,10:20:58,24.8,84
9,12/28/2022,10:21:10,24.9,82
10,12/28/2022,10:21:22,25.1,82
11,12/28/2022,10:21:34,25.1,81
12,12/28/2022,10:21:45,25.2,82
13,12/28/2022,10:21:57,25.3,80
14,12/28/2022,10:22:09,25.3,79
15,12/28/2022,10:22:22,25.3,79
16,12/28/2022,10:22:34,25.3,77
17,12/28/2022,10:22:46,25.3,78
18,12/28/2022,10:22:57,25.3,77
19,12/28/2022,10:23:09,25.3,77
20,12/28/2022,10:23:21,25.3,77
21,12/28/2022,10:23:32,25.3,77
22,12/28/2022,10:23:44,25.4,77
23,12/28/2022,10:23:56,25.3,77
24,12/28/2022,10:24:08,25.4,77
25,12/28/2022,10:24:20,25.4,77
26,12/28/2022,10:24:34,25.3,77
27,12/28/2022,10:24:46,25.3,77
28,12/28/2022,10:24:59,25.3,77
29,12/28/2022,10:25:11,25.3,77
30,12/28/2022,10:25:23,25.3,77
31,12/28/2022,10:25:34,25.3,77
32,12/28/2022,10:25:46,25.3,77
33,12/28/2022,10:25:58,25.3,77
34,12/28/2022,10:26:10,25.4,77
35,12/28/2022,10:26:23,25.3,77
36,12/28/2022,10:26:34,25.4,77
37,12/28/2022,10:26:46,25.3,77
38,12/28/2022,10:26:58,25.3,77
39,12/28/2022,10:27:10,25.3,77
40,12/28/2022,10:27:22,25.4,77
41,12/28/2022,10:27:35,25.4,77
42,12/28/2022,10:27:47,25.3,77
43,12/28/2022,10:28:00,25.3,77
44,12/28/2022,10:28:11,25.3,77
45,12/28/2022,10:28:23,25.3,77
46,12/28/2022,10:28:36,25.3,77
47,12/28/2022,10:28:48,25.3,77
48,12/28/2022,10:29:00,25.3,77
49,12/28/2022,10:29:12,25.3,77
50,12/28/2022,10:29:25,25.3,77
51,12/28/2022,10:29:37,25.3,77
52,12/28/2022,10:29:49,25.3,77
53,12/28/2022,10:30:01,25.3,77
54,12/28/2022,10:30:13,25.3,77
55,12/28/2022,10:30:25,25.3,77
56,12/28/2022,10:30:37,25.3,77
57,12/28/2022,10:30:49,25.3,77
58,12/28/2022,10:31:01,25.4,77
59,12/28/2022,10:31:13,25.4,77
60,12/28/2022,10:31:25,25.4,77
61,12/28/2022,10:31:37,25.4,77
62,12/28/2022,10:31:49,25.4,77
63,12/28/2022,10:32:01,25.4,77
64,12/28/2022,10:32:13,25.4,77
65,12/28/2022,10:32:25,25.4,77
66,12/28/2022,10:32:38,25.4,77
67,12/28/2022,10:32:50,25.4,76
68,12/28/2022,10:33:02,25.4,76
69,12/28/2022,10:33:14,25.5,77
70,12/28/2022,10:33:27,25.5,77
71,12/28/2022,10:33:38,25.5,76
72,12/28/2022,10:33:50,25.5,76
73,12/28/2022,10:34:02,25.5,76
74,12/28/2022,10:34:14,25.4,76
75,12/28/2022,10:34:26,25.4,77
76,12/28/2022,10:34:38,25.4,76
77,12/28/2022,10:34:50,25.4,76
78,12/28/2022,10:35:03,25.4,76
79,12/28/2022,10:35:15,25.4,76
80,12/28/2022,10:35:27,25.5,76
81,12/28/2022,10:35:39,25.4,76
82,12/28/2022,10:35:51,25.5,76
83,12/28/2022,10:36:03,25.5,76
84,12/28/2022,10:36:15,25.5,76
85,12/28/2022,10:36:27,25.5,76
86,12/28/2022,10:36:39,25.5,76
87,12/28/2022,10:36:51,25.5,76
88,12/28/2022,10:37:03,25.5,76
89,12/28/2022,10:37:15,25.4,76
90,12/28/2022,10:37:27,25.4,76
91,12/28/2022,10:37:39,25.5,76
92,12/28/2022,10:37:50,25.5,76
93,12/28/2022,10:38:02,25.5,76
94,12/28/2022,10:38:14,25.5,76
95,12/28/2022,10:38:26,25.5,76
96,12/28/2022,10:38:38,25.5,76
97,12/28/2022,10:38:50,25.5,76
98,12/28/2022,10:39:02,25.5,77
99,12/28/2022,10:39:14,25.5,76
100,12/28/2022,10:39:26,25.5,76
101,12/28/2022,10:39:38,25.5,76
102,12/28/2022,10:39:50,25.5,76
103,12/28/2022,10:40:02,25.5,76
104,12/28/2022,10:40:15,25.5,76
105,12/28/2022,10:40:27,25.5,76
106,12/28/2022,10:40:39,25.5,76
107,12/28/2022,10:40:51,25.5,76
108,12/28/2022,10:41:03,25.5,76
109,12/28/2022,10:41:15,25.5,76
110,12/28/2022,10:41:27,25.4,76
111,12/28/2022,10:41:40,25.4,76
112,12/28/2022,10:41:52,25.5,76
113,12/28/2022,10:42:04,25.5,76
114,12/28/2022,10:42:16,25.5,76
115,12/28/2022,10:42:28,25.4,76
116,12/28/2022,10:42:40,25.5,76
117,12/28/2022,10:42:52,25.5,76
118,12/28/2022,10:43:04,25.5,76
119,12/28/2022,10:43:16,25.5,76
120,12/28/2022,10:43:47,25.6,76
121,12/28/2022,10:43:59,25.6,76
