times,day,time,temp,hr
1,2022-12-26,15:46:18,25.7,71
2,2022-12-26,18:43:07,23.6,83
3,2022-12-26,18:43:19,25.1,78
4,2022-12-26,18:43:32,25.1,78
5,2022-12-26,18:43:44,25.1,78
6,2022-12-26,18:43:56,25.2,78
7,2022-12-26,18:44:08,25.2,78
8,2022-12-26,18:44:20,25.2,78
9,2022-12-26,18:44:32,25.3,77
10,2022-12-26,18:44:48,25.3,77
11,2022-12-26,18:45:02,25.3,77
12,2022-12-26,18:45:15,25.3,77
13,2022-12-26,18:45:28,25.3,77
14,2022-12-26,18:45:40,25.4,77
15,2022-12-26,18:45:53,25.4,77
16,2022-12-26,18:46:06,25.4,77
17,2022-12-26,18:46:18,25.4,77
18,2022-12-26,18:46:32,25.4,77
19,2022-12-26,18:46:43,25.5,77
20,2022-12-26,18:46:56,25.4,77
21,2022-12-26,18:47:10,25.4,77
22,2022-12-26,18:47:20,25.5,77
23,2022-12-26,18:47:32,25.5,77
24,2022-12-26,18:47:44,25.5,77
25,2022-12-26,18:47:57,25.5,77
26,2022-12-26,18:48:10,25.5,77
27,2022-12-26,18:48:25,25.5,76
28,2022-12-26,18:48:38,25.5,76
29,2022-12-26,18:48:53,25.5,76
30,2022-12-26,18:49:05,25.5,76
31,2022-12-26,18:49:18,25.5,76
32,2022-12-26,18:49:31,25.5,76
33,2022-12-26,18:49:44,25.5,76
34,2022-12-26,18:49:59,25.5,76
35,2022-12-26,18:50:42,25.5,76
36,2022-12-26,18:50:55,25.5,76
37,2022-12-26,18:51:08,25.5,76
38,2022-12-26,18:51:21,25.5,76
39,2022-12-26,18:51:34,25.5,76
40,2022-12-26,18:51:46,25.5,76
41,2022-12-26,18:52:00,25.6,76
42,2022-12-26,18:52:12,25.5,76
43,2022-12-26,19:20:39,25.5,76
44,2022-12-26,19:20:53,25.3,76
45,2022-12-26,19:21:05,25.3,76
46,2022-12-26,19:26:09,25.3,76
47,2022-12-26,19:26:21,25.3,76
48,2022-12-26,19:26:36,25.3,76
49,2022-12-26,19:35:52,25.3,76
50,2022-12-26,19:36:04,25.3,76
51,2022-12-26,19:36:17,25.3,76
52,2022-12-26,19:36:32,25.3,76
53,2022-12-26,19:36:45,25.3,77
54,2022-12-26,19:37:01,25.3,77
55,2022-12-26,19:37:14,25.3,77
56,2022-12-26,19:37:28,25.3,77
57,2022-12-26,19:45:30,25.3,77
58,2022-12-26,19:45:42,25.2,77
59,2022-12-26,19:45:55,25.2,77
60,2022-12-26,19:46:09,25.2,77
61,2022-12-26,19:46:23,25.2,77
62,2022-12-26,19:46:36,25.2,77
63,2022-12-26,19:46:52,25.2,77
64,2022-12-26,19:47:04,25.2,77
65,2022-12-26,19:47:16,25.2,77
66,2022-12-26,19:47:28,25.2,77
67,2022-12-26,19:47:39,25.2,77
68,2022-12-26,19:47:57,25.2,77
69,2022-12-26,19:48:09,25.2,77
70,2022-12-26,19:48:22,25.2,77
71,2022-12-26,19:48:33,25.2,77
72,2022-12-26,19:48:45,25.2,77
73,2022-12-26,19:48:58,25.3,77
74,2022-12-26,19:49:10,25.3,77
75,2022-12-26,19:49:22,25.2,77
76,2022-12-26,19:49:37,25.2,77
77,2022-12-26,19:49:51,25.3,77
78,2022-12-26,19:50:07,25.3,77
79,2022-12-26,19:50:20,25.2,77
80,2022-12-26,19:50:33,25.2,77
81,2022-12-26,19:50:50,25.2,77
82,2022-12-26,19:51:06,25.2,77
83,2022-12-26,19:51:20,25.2,77
84,2022-12-26,19:51:35,25.3,77
85,2022-12-26,19:51:50,25.2,77
86,2022-12-26,19:52:02,25.2,77
87,2022-12-26,19:52:14,25.2,77
88,2022-12-26,19:52:26,25.2,77
89,2022-12-26,19:52:39,25.2,77
90,2022-12-26,19:53:08,25.2,77
91,2022-12-26,19:53:22,25.2,77
92,2022-12-26,19:53:34,25.2,77
93,2022-12-26,19:53:47,25.2,77
94,2022-12-26,19:54:10,25.2,77
95,2022-12-26,19:54:24,25.2,77
96,2022-12-26,19:54:41,25.2,77
97,2022-12-26,19:54:57,25.2,77
98,2022-12-26,19:55:10,25.2,77
99,2022-12-26,19:55:23,25.2,77
100,2022-12-26,19:55:37,25.2,77
101,2022-12-26,19:55:53,25.2,77
102,2022-12-26,19:56:09,25.2,77
103,2022-12-26,19:56:27,25.2,77
104,2022-12-26,19:56:39,25.2,77
105,2022-12-26,20:04:49,25.2,77
106,2022-12-26,20:05:33,25.2,77
107,2022-12-26,20:05:46,25.2,77
108,2022-12-26,20:07:04,25.2,77
109,2022-12-26,20:07:17,25.2,77
110,2022-12-26,20:07:30,25.2,77
111,2022-12-26,20:07:56,25.1,77
112,2022-12-26,20:08:10,25.2,77
113,2022-12-26,20:08:24,25.2,77
114,2022-12-26,20:09:07,25.1,77
115,2022-12-26,20:09:19,25.2,77
116,2022-12-26,20:09:34,25.1,77
117,2022-12-26,20:09:48,25.2,77
118,2022-12-26,20:10:01,25.2,77
119,2022-12-26,20:10:21,25.1,77
120,2022-12-26,20:10:35,25.2,77
121,2022-12-26,20:10:50,25.2,77
122,2022-12-26,20:11:13,25.2,77
123,2022-12-26,20:11:25,25.2,77
124,2022-12-26,20:11:42,25.2,77
125,2022-12-26,20:11:55,25.2,78
126,2022-12-26,20:12:09,25.2,78
127,2022-12-26,20:12:22,25.2,78
128,2022-12-26,20:12:37,25.2,78
129,2022-12-26,20:12:51,25.2,77
130,2022-12-26,20:13:05,25.2,77
131,2022-12-26,20:13:21,25.2,77
132,2022-12-26,20:13:44,25.2,77
133,2022-12-26,20:13:58,25.2,77
134,2022-12-26,20:14:15,25.2,77
135,2022-12-26,20:14:29,25.2,77
136,2022-12-26,20:14:58,25.3,77
137,2022-12-26,20:15:24,25.2,77
138,2022-12-26,20:15:40,25.2,76
139,2022-12-26,20:15:58,25.3,76
140,2022-12-26,20:16:11,25.3,76
141,2022-12-26,20:16:23,25.3,76
142,2022-12-26,20:16:37,25.3,76
143,2022-12-26,20:16:51,25.3,76
144,2022-12-26,20:17:04,25.3,76
145,2022-12-26,20:17:20,25.3,76
146,2022-12-26,20:17:34,25.3,76
147,2022-12-26,20:17:46,25.3,77
148,2022-12-26,20:17:58,25.3,77
149,2022-12-26,20:18:13,25.3,77
150,2022-12-26,20:18:31,25.3,77
151,2022-12-26,20:18:48,25.3,77
152,2022-12-26,20:19:02,25.3,77
153,2022-12-26,20:19:16,25.3,77
154,2022-12-26,20:19:30,25.3,77
155,2022-12-26,20:19:58,25.2,76
156,2022-12-26,20:20:10,25.3,76
157,2022-12-26,20:20:38,25.2,76
158,2022-12-26,20:20:54,25.2,76
159,2022-12-26,20:21:18,25.2,76
160,2022-12-26,20:21:34,25.2,77
161,2022-12-26,20:21:46,25.2,77
162,2022-12-26,20:21:58,25.2,77
163,2022-12-26,20:22:12,25.2,77
164,2022-12-26,20:22:27,25.2,77
165,2022-12-26,20:22:41,25.2,77
166,2022-12-26,20:22:54,25.2,77
167,2022-12-26,20:23:07,25.2,77
168,2022-12-26,20:23:20,25.2,77
169,2022-12-26,20:23:34,25.1,77
170,2022-12-26,20:23:47,25.2,77
171,2022-12-26,20:24:02,25.1,77
172,2022-12-26,20:24:16,25.2,77
173,2022-12-26,20:24:31,25.1,77
174,2022-12-26,20:24:48,25.1,77
175,2022-12-26,20:25:03,25.2,77
176,2022-12-26,20:25:29,25.2,77
177,2022-12-26,20:25:48,25.1,77
178,2022-12-26,20:26:03,25.2,77
179,2022-12-26,20:26:15,25.2,77
180,2022-12-26,20:26:31,25.2,77
181,2022-12-26,20:26:49,25.2,77
182,2022-12-26,20:27:04,25.2,77
183,2022-12-26,20:27:17,25.2,77
184,2022-12-26,20:27:29,25.2,77
185,2022-12-26,20:27:45,25.2,77
186,2022-12-26,20:27:59,25.2,77
187,2022-12-26,20:28:11,25.2,76
188,2022-12-26,20:28:32,25.2,77
189,2022-12-26,20:28:45,25.1,76
190,2022-12-26,20:28:59,25.2,77
191,2022-12-26,20:29:13,25.2,77
192,2022-12-26,20:29:27,25.2,77
193,2022-12-26,20:29:39,25.2,77
194,2022-12-26,20:29:39,25.2,77
195,2022-12-26,20:30:19,25.2,77
196,2022-12-26,20:30:31,25.2,77
197,2022-12-26,20:30:46,25.2,77
198,2022-12-26,20:31:04,25.2,77
199,2022-12-26,20:31:17,25.2,77
200,2022-12-26,20:31:32,25.2,77
201,2022-12-26,20:31:45,25.2,77
202,2022-12-26,20:32:00,25.1,77
203,2022-12-26,20:32:13,25.2,77
204,2022-12-26,20:32:27,25.1,77
205,2022-12-26,20:32:44,25.2,77
206,2022-12-26,20:33:02,25.1,76
207,2022-12-26,20:33:15,25.2,77
208,2022-12-26,20:33:31,25.1,77
209,2022-12-26,20:33:47,25.2,77
210,2022-12-26,20:34:02,25.1,77
211,2022-12-26,20:34:14,25.1,77
212,2022-12-26,20:34:26,25.1,77
213,2022-12-26,20:34:45,25.1,77
214,2022-12-26,20:34:57,25.1,77
215,2022-12-26,20:35:14,25.1,77
216,2022-12-26,20:35:57,25.1,77
217,2022-12-26,20:36:10,25.2,77
218,2022-12-26,20:36:24,25.1,77
219,2022-12-26,20:36:37,25.1,77
220,2022-12-26,20:36:50,25.1,77
221,2022-12-26,20:37:22,25.1,77
222,2022-12-26,20:37:38,25.1,77
223,2022-12-26,20:37:53,25.1,77
224,2022-12-26,20:38:13,25.1,77
225,2022-12-26,20:38:25,25.1,77
226,2022-12-26,20:38:39,25.1,77
227,2022-12-26,20:38:53,25.1,77
228,2022-12-26,20:39:07,25.1,77
229,2022-12-26,20:39:19,25.1,77
230,2022-12-26,20:39:32,25.1,77
231,2022-12-26,20:39:46,25.1,77
232,2022-12-26,20:40:03,25.1,77
233,2022-12-26,20:40:17,25.1,77
234,2022-12-26,20:40:33,25.1,77
235,2022-12-26,20:40:46,25.1,77
236,2022-12-26,20:41:00,25.1,77
237,2022-12-26,20:41:14,25.1,77
238,2022-12-26,20:41:28,25.1,77
239,2022-12-26,20:41:58,25.1,77
240,2022-12-26,20:42:13,25.1,77
241,2022-12-26,20:42:30,25.1,77
242,2022-12-26,20:42:45,25.1,77
243,2022-12-26,20:42:59,25.1,77
244,2022-12-26,20:43:14,25.1,77
245,2022-12-26,20:43:31,25.1,77
246,2022-12-26,20:43:43,25.1,77
247,2022-12-26,20:43:57,25.1,77
248,2022-12-26,20:44:12,25.1,77
249,2022-12-26,20:44:24,25.1,77
250,2022-12-26,20:44:37,25.1,77
251,2022-12-26,20:44:54,25.1,77
252,2022-12-26,20:45:06,25.1,77
253,2022-12-26,20:45:18,25.1,77
254,2022-12-26,20:45:33,25.1,77
255,2022-12-26,20:45:47,25.1,77
256,2022-12-26,20:45:59,25.1,77
257,2022-12-26,20:46:11,25.1,77
258,2022-12-26,20:46:26,25.1,77
259,2022-12-26,20:46:39,25.1,77
260,2022-12-26,20:46:52,25.1,77
261,2022-12-26,20:47:04,25.1,77
262,2022-12-26,20:47:17,25.1,77
263,2022-12-26,20:47:30,25.1,77
264,2022-12-26,20:47:44,25.1,77
265,2022-12-26,20:47:58,25.1,77
266,2022-12-26,20:48:30,25.1,77
267,2022-12-26,20:48:42,25.1,77
268,2022-12-26,20:49:08,25.1,77
