times,day,time,temp,hr
1,2022-12-25,17:26:03,25,49
2,2022-12-25,21:15:01,23.6,95
3,2022-12-25,21:15:13,23.3,95
4,2022-12-25,21:15:35,23.3,95
5,2022-12-25,21:15:47,23.3,95
6,2022-12-25,21:15:59,23.3,95
7,2022-12-25,21:16:12,23.3,95
8,2022-12-25,21:17:15,23.4,95
9,2022-12-25,21:17:27,23.3,95
10,2022-12-25,21:17:40,23.3,95
11,2022-12-25,21:17:52,23.3,95
12,2022-12-25,21:18:05,23.3,95
13,2022-12-25,21:18:18,23.3,95
14,2022-12-25,21:18:30,23.3,95
15,2022-12-25,21:18:42,23.3,95
16,2022-12-25,23:05:38,23.3,95
17,2022-12-25,23:05:49,22.9,95
18,2022-12-25,23:06:02,22.9,95
19,2022-12-25,23:06:14,22.9,95
20,2022-12-25,23:06:26,22.9,95
21,2022-12-25,23:06:38,22.9,95
22,2022-12-25,23:06:50,22.9,95
23,2022-12-25,23:07:03,22.9,95
24,2022-12-25,23:07:15,22.9,95
25,2022-12-25,23:07:27,23,95
26,2022-12-25,23:07:39,23,95
27,2022-12-25,23:07:52,23,95
28,2022-12-25,23:08:03,23,95
29,2022-12-25,23:08:16,23,95
30,2022-12-25,23:08:28,23,95
31,2022-12-25,23:08:41,23,95
32,2022-12-25,23:08:53,23,95
33,2022-12-25,23:09:06,23,95
34,2022-12-25,23:09:17,23,95
35,2022-12-25,23:09:30,23,95
36,2022-12-25,23:09:41,23,95
37,2022-12-25,23:09:53,23,95
38,2022-12-25,23:10:05,23,95
39,2022-12-25,23:10:17,23,95
40,2022-12-25,23:10:29,23,95
41,2022-12-25,23:10:40,23,95
42,2022-12-25,23:10:53,23,95
43,2022-12-25,23:11:04,23,95
44,2022-12-25,23:11:16,23,95
45,2022-12-25,23:11:28,23,95
46,2022-12-25,23:11:39,23,95
47,2022-12-25,23:11:51,23,95
48,2022-12-25,23:12:03,23,95
49,2022-12-25,23:12:15,23,95
50,2022-12-25,23:12:26,23,95
51,2022-12-25,23:12:38,23,95
52,2022-12-25,23:12:51,23,95
53,2022-12-25,23:13:02,23,95
54,2022-12-25,23:13:14,23,95
55,2022-12-25,23:13:27,23,95
56,2022-12-25,23:13:38,23,95
57,2022-12-25,23:13:50,23,95
58,2022-12-25,23:14:02,23,95
59,2022-12-25,23:14:15,23,95
60,2022-12-25,23:14:26,23,95
61,2022-12-25,23:14:38,23,95
62,2022-12-25,23:14:51,23,95
63,2022-12-25,23:15:02,23,95
64,2022-12-25,23:15:15,23,95
65,2022-12-25,23:15:27,23,95
66,2022-12-25,23:15:39,23,95
67,2022-12-25,23:15:52,23,95
68,2022-12-25,23:16:04,23,95
69,2022-12-25,23:16:16,23,95
70,2022-12-25,23:16:28,23,95
71,2022-12-25,23:16:40,23,95
72,2022-12-25,23:16:52,23,95
73,2022-12-25,23:17:03,23,95
74,2022-12-25,23:17:15,23,95
75,2022-12-25,23:17:27,23,95
76,2022-12-25,23:17:39,23,95
77,2022-12-25,23:17:51,23,95
78,2022-12-25,23:18:03,23,95
79,2022-12-25,23:18:14,23,95
80,2022-12-25,23:18:26,23,95
81,2022-12-25,23:18:38,23,95
82,2022-12-25,23:18:50,23,95
83,2022-12-25,23:19:02,23,95
84,2022-12-25,23:19:13,23,95
85,2022-12-25,23:19:25,23,95
86,2022-12-25,23:19:37,23,95
87,2022-12-25,23:19:48,23,95
88,2022-12-25,23:20:00,23,95
89,2022-12-25,23:20:12,23,95
90,2022-12-25,23:20:24,23,95
91,2022-12-25,23:20:36,23,95
92,2022-12-25,23:20:48,23,95
93,2022-12-25,23:20:59,23,95
94,2022-12-25,23:21:12,23,95
95,2022-12-25,23:21:24,23,95
96,2022-12-25,23:21:35,23,95
97,2022-12-25,23:21:48,23,95
98,2022-12-25,23:22:00,23,95
99,2022-12-25,23:22:13,23,95
100,2022-12-25,23:22:25,23,95
101,2022-12-25,23:22:38,23,95
102,2022-12-25,23:22:51,23,95
103,2022-12-25,23:23:02,23,95
104,2022-12-25,23:23:14,23,95
105,2022-12-25,23:23:26,23,95
106,2022-12-25,23:23:38,23,95
107,2022-12-25,23:23:50,23,95
108,2022-12-25,23:24:01,23,95
109,2022-12-25,23:24:13,23,95
110,2022-12-25,23:24:25,23,95
111,2022-12-25,23:24:37,22.9,95
112,2022-12-25,23:24:48,23,95
113,2022-12-25,23:25:00,22.9,95
114,2022-12-25,23:25:12,22.9,95
115,2022-12-25,23:25:24,22.9,95
116,2022-12-25,23:25:35,22.9,95
117,2022-12-25,23:25:47,22.9,95
118,2022-12-25,23:25:59,22.9,95
119,2022-12-25,23:26:10,22.9,95
120,2022-12-25,23:26:22,22.9,95
121,2022-12-25,23:26:34,22.9,95
122,2022-12-25,23:26:47,22.9,95
123,2022-12-25,23:26:58,22.9,95
124,2022-12-25,23:27:10,22.9,95
125,2022-12-25,23:27:22,22.9,95
126,2022-12-25,23:27:34,22.9,95
127,2022-12-25,23:27:46,22.9,95
128,2022-12-25,23:27:56,22.9,95
129,2022-12-25,23:28:08,23,95
130,2022-12-25,23:28:20,22.9,95
131,2022-12-25,23:28:31,23,95
132,2022-12-25,23:28:43,23,95
133,2022-12-25,23:28:56,23,95
134,2022-12-25,23:29:08,23,95
135,2022-12-25,23:29:19,23,95
136,2022-12-25,23:29:31,23,95
137,2022-12-25,23:29:43,23,95
138,2022-12-25,23:29:56,23,95
139,2022-12-25,23:30:08,23,95
140,2022-12-25,23:30:20,23,95
141,2022-12-25,23:30:32,23,95
142,2022-12-25,23:30:44,23,95
143,2022-12-25,23:30:56,23,95
144,2022-12-25,23:31:09,23,95
145,2022-12-25,23:31:21,23,95
146,2022-12-25,23:31:33,23,95
147,2022-12-25,23:31:45,22.9,95
148,2022-12-25,23:31:57,22.9,95
149,2022-12-25,23:32:09,23,95
150,2022-12-25,23:32:21,23,95
151,2022-12-25,23:32:35,23,95
152,2022-12-25,23:32:46,23,95
153,2022-12-25,23:32:59,22.9,95
154,2022-12-25,23:33:11,22.9,95
155,2022-12-25,23:33:23,22.9,95
156,2022-12-25,23:33:35,22.9,95
157,2022-12-25,23:33:49,22.9,95
158,2022-12-25,23:34:00,22.9,95
159,2022-12-25,23:34:12,22.9,95
160,2022-12-25,23:34:24,22.9,95
161,2022-12-25,23:34:36,22.9,95
162,2022-12-25,23:34:47,22.9,95
163,2022-12-25,23:34:58,22.9,95
164,2022-12-25,23:35:09,22.9,95
165,2022-12-25,23:35:21,22.9,95
166,2022-12-25,23:35:33,22.9,95
167,2022-12-25,23:35:45,22.9,95
168,2022-12-25,23:35:58,22.9,95
169,2022-12-25,23:36:10,22.9,95
170,2022-12-25,23:36:22,22.9,95
171,2022-12-25,23:36:34,22.9,95
172,2022-12-25,23:36:46,22.9,95
173,2022-12-25,23:36:57,22.9,95
174,2022-12-25,23:37:10,22.9,95
175,2022-12-25,23:37:22,22.9,95
176,2022-12-25,23:37:34,22.9,95
177,2022-12-25,23:37:47,22.9,95
178,2022-12-25,23:38:00,22.9,95
179,2022-12-25,23:38:12,22.9,95
180,2022-12-25,23:38:25,22.9,95
181,2022-12-25,23:38:37,22.9,95
182,2022-12-25,23:38:49,22.9,95
183,2022-12-25,23:39:01,22.9,95
184,2022-12-25,23:39:13,22.9,95
185,2022-12-25,23:39:25,22.9,95
186,2022-12-25,23:39:38,22.9,95
187,2022-12-25,23:39:49,22.9,95
188,2022-12-25,23:40:02,22.9,95
189,2022-12-25,23:40:14,22.9,95
190,2022-12-25,23:40:26,22.9,95
191,2022-12-25,23:40:38,22.9,95
192,2022-12-25,23:40:51,22.9,95
193,2022-12-25,23:41:04,22.9,95
194,2022-12-25,23:41:16,22.9,95
195,2022-12-25,23:41:28,22.9,95
196,2022-12-25,23:41:41,22.9,95
197,2022-12-25,23:41:52,22.9,95
198,2022-12-25,23:42:04,22.9,95
199,2022-12-25,23:42:16,22.9,95
200,2022-12-25,23:42:28,22.9,95
201,2022-12-25,23:42:40,22.9,95
202,2022-12-25,23:42:52,22.9,95
203,2022-12-25,23:43:03,22.9,95
204,2022-12-25,23:43:15,22.9,95
205,2022-12-25,23:43:27,22.9,95
206,2022-12-25,23:43:39,22.9,95
207,2022-12-25,23:43:51,22.9,95
208,2022-12-25,23:44:02,22.9,95
209,2022-12-25,23:44:14,22.9,95
210,2022-12-25,23:44:26,22.9,95
211,2022-12-25,23:44:38,22.9,95
